,취업인원수,성별,연령,가중값,학력,수학구분,총소비지출액,의류신발,음식,생활필수,여가,IT 및 교육,건강 및 미용
8764,1,1,26,2392.7594,6,1,3102738,0.022525266393746426,0.06292990255703189,0.7051816814697213,0.034770580048976096,0.0,0.17459289182650936
8782,0,1,29,2139.5268,5,1,862293,0.01739547926284917,0.4180933858908747,0.3277911336401896,0.18624759797423845,0.0,0.05047240323184811
8798,1,1,25,368.7394,6,1,1715151,0.15392230771518076,0.271841954440163,0.25986108511728706,0.19864140241879577,0.0,0.11573325030857341
8801,1,1,26,691.8942,6,1,1205774,0.0,0.25341813640035366,0.3373584104483925,0.23098524267400028,0.0,0.1782382104772536
8805,1,1,28,1034.0933,6,1,822610,0.03808973875834235,0.2993228869087417,0.49498911999610995,0.1471329062374637,0.0,0.020462916813556848
8872,1,1,25,2049.285,6,1,928710,0.007061407759149789,0.42605118928406066,0.4516522918887489,0.03948487687222061,0.004037858965662047,0.07171237523015796
8873,1,2,29,2049.285,6,1,1666226,0.13456097792256272,0.2289227271690635,0.3269814538964102,0.10373322706523605,0.0,0.20580161394672752
8874,1,1,24,2025.5133,4,1,1933517,0.03893423228241593,0.17093462327975395,0.4312923030932751,0.17576778481906288,0.11119633290009863,0.07187472362539352
8876,0,1,24,1300.3162,6,2,1229430,0.008337196912390295,0.32292200450615327,0.470335846693183,0.1489421927234572,0.0,0.04946438593494546
8922,1,1,29,2392.7594,7,1,2013484,0.06795335845728101,0.10045523083371907,0.25984164761180123,0.048903293991906564,0.1722660820746527,0.3505808836822145
9074,1,1,25,2011.5957,5,1,1365425,0.02415584891151107,0.3823051430873171,0.39442298185546626,0.10738634491092516,0.010985590567039566,0.08074409066774081
9121,0,1,23,1823.5299,6,2,969404,0.0009799835775383637,0.3354586942079876,0.561284046692607,0.08092085446315468,0.0,0.021356421058712362
9122,1,2,21,2173.5364,5,1,1957694,0.02232524592709586,0.11877392483197068,0.3466159675618355,0.11197562029612391,0.042907624991444016,0.3574021271965895
9123,1,1,21,2173.5364,6,2,567102,0.045388660241014844,0.3698593903742184,0.3508963114219312,0.12466893080962507,0.019784800617878264,0.08940190653533227
9124,1,2,23,2173.5364,5,1,1764843,0.043510952532321574,0.42292487207077345,0.35081647489323414,0.046572981279354594,0.004646305648717762,0.1315284135755985
9341,1,1,25,2091.2055,5,5,1095342,0.005831968462818006,0.2740596087797236,0.6166494117818909,0.06164010875142193,0.0,0.04181890222414552
9342,1,2,27,1760.246,6,1,1789196,0.10426806230284441,0.34490687437262324,0.421107581282319,0.006768403238102477,0.0,0.12294851989385176
9345,1,1,27,336.3772,7,1,1665214,0.0,0.22425946454930118,0.5407467148366516,0.13918931740905374,0.0,0.09580450320499347
9408,1,1,26,637.9143,4,1,1172503,0.010660953532741494,0.25713367044689867,0.3408647994930503,0.3084154155682331,0.029850669891676184,0.05307449106740025
9434,1,2,24,1078.9086,6,1,2609888,0.12512146115082334,0.21480078838632155,0.1421555254478353,0.01666048504763423,0.07394953346657021,0.42731144018440637
9515,1,2,27,578.9059,7,1,1760545,0.024367454396223898,0.18668366897750413,0.2616820359604554,0.5111002558866714,0.0,0.016166584779145093
9568,1,1,28,2015.7157,5,1,5452573,0.017024439654453046,0.08869555712504903,0.8402068161214898,0.024588024772891622,0.0,0.0294853457257702
9571,1,1,26,1934.5156,4,1,1210372,0.045012607694163445,0.4127755764343524,0.2811036606927457,0.08789694408000186,0.08270184703545687,0.0905101902555578
9577,1,1,26,2064.468,7,2,1261880,0.08367118901955813,0.3350215551399499,0.21987193710970931,0.05710923384156972,0.23655815132976193,0.06776793355945097
9579,1,1,29,2064.468,6,1,2144808,0.05634630232636208,0.2066250219133834,0.44809651959522717,0.04821736957340704,0.17874606957825595,0.061968717013364365
9633,1,1,29,1192.5168,4,1,5691780,0.06732041646022861,0.19089634525578994,0.5670607437392169,0.12725228311705652,0.0,0.04747056281163362
9645,1,1,21,1817.6699,4,1,1394303,0.07887812046592454,0.38287373691371246,0.379761070585088,0.1102909482372196,0.0,0.04819612379805537
9646,1,1,27,2097.1094,6,1,1025592,0.10091732384807994,0.5117541868501314,0.32274335213223193,0.009091334565792244,0.0,0.05549380260376446
9657,1,1,22,3375.9404,4,1,994033,0.05370344847706263,0.15124447578702116,0.7000029174081746,0.04938568437868763,0.0,0.045664479951872824
9688,0,1,22,569.0749,6,5,1089300,0.0,0.18397135775268522,0.6405581566143395,0.06640962085743138,0.0,0.10906086477554393
9761,1,1,25,3457.433,6,1,1464967,0.017281617947708036,0.4235583463654813,0.35352741734114146,0.08485174068767419,0.0021126755756273007,0.11866820208236772
9933,1,2,24,716.834,6,1,546965,0.06422714433281837,0.3619061548727981,0.21319462854113153,0.06390902525755761,0.0,0.2967648752662419
9934,1,2,29,316.0498,6,1,2031584,0.31302176036038876,0.2921021232693307,0.2672171074393183,0.042587458849843274,0.0,0.08507155008111897
9935,1,2,29,316.0498,6,1,1239781,0.04501601492521663,0.42635755831070166,0.3568727057439983,0.04447317711757157,0.06856049576497784,0.05872004813753397
9936,1,2,27,316.0498,6,1,581080,0.0,0.6645556549872651,0.23661113788118676,0.02221725063674537,0.0,0.07661595649480278
9937,1,1,25,316.0498,6,1,824690,0.04850307388230729,0.3304999454340419,0.5491384641501655,0.0172440553420073,0.0,0.05461446119147801
10036,1,2,29,2323.6341,6,1,1029459,0.10313766745445908,0.37375650705856184,0.32254805679487963,0.01755096608995599,0.0,0.18300680260214344
10040,1,2,22,1834.9406,6,2,2320055,0.007456719776039792,0.12895944277183083,0.3922665626461442,0.010420011594552716,0.3771462314470993,0.08375146278859769
10084,1,1,29,1142.3306,6,1,1827230,0.07371431073263902,0.4231432277272155,0.2479687833496604,0.11666128511462706,0.0018240725031878854,0.1366877732961915
10085,1,2,29,1142.3306,5,1,1573531,0.030822398796083457,0.4014328284603227,0.3231267766570852,0.15829748508291225,0.04194388289776305,0.04437599259245607
10099,0,2,29,1345.3004,4,4,867558,0.10496935075234164,0.2983892719564571,0.34780037761164095,0.20365670076236977,0.006723469785305421,0.03846082913188513
10190,0,1,26,1345.3004,6,1,856361,0.009707354725402021,0.3273584387892489,0.3661061164625666,0.20018777127870138,0.009887185427640914,0.08675313331644015
10290,1,1,24,1355.0097,6,1,1448729,0.04870683198859138,0.4333778091002527,0.4500565668251274,0.051099273915273316,0.0,0.016759518170755192
10334,1,1,28,2290.315,6,1,1081395,0.002003893119535415,0.5448277456433588,0.38646747950563853,0.047607026109793366,0.002850947156219513,0.016244757928416537
10364,1,2,29,2676.3972,6,1,1120283,0.1490605498789145,0.308264965191831,0.29072743226488307,0.046266880779231676,0.006423376950288454,0.19925768756644527
10366,0,1,23,878.2144,4,1,712759,0.052612453858877965,0.31225842114936464,0.5258495508299439,0.021044981543551187,0.0,0.08823459261826228
10388,0,2,23,1619.5464,4,1,1091188,0.029399150283910748,0.1644354593342302,0.44380803307954264,0.027149308826709972,0.0027263862872392293,0.33248166218836717
10456,0,2,24,2350.389,7,1,1249358,0.07532348614248278,0.18125149076565725,0.47123242497346635,0.042214481357625275,0.08013395680021258,0.14984415996055575
10491,1,1,26,397.4805,4,1,1028390,0.03588132906776612,0.29821371269654506,0.21880803975145616,0.0033936541584418363,0.0,0.4437032643257908
10554,1,2,29,1540.5592,5,1,907606,0.12307432960998495,0.4382165829666177,0.14491310105927022,0.011649328012375414,0.03553303966699207,0.24661692408379848
10608,1,1,26,2427.1097,5,1,1028628,0.0016964344738817144,0.38230050125020903,0.3494985553572331,0.19716068394016106,0.0,0.06934382497851507
10609,1,2,22,405.2263,5,1,1089140,0.0,0.1403125401693079,0.577079163376609,0.1329489321850267,0.1423141193969554,0.0073452448721009235
10612,1,1,25,738.3699,3,1,982965,0.05168037519138525,0.1534896969881939,0.5236096910876786,0.1574827181028826,0.0,0.11373751862985966
10613,1,1,23,738.3699,4,1,1969406,0.037079708297831936,0.2458457016988879,0.24042274675714403,0.029970965864834373,0.0660097511635488,0.38067112621775295
10726,1,1,25,2485.8961,7,2,2258121,0.042287370783053696,0.1841429223677562,0.3934089448705362,0.0767722367401924,0.20695702311789316,0.09643194496663376
10728,1,1,24,2058.3012,4,1,2041336,0.11872616756869031,0.23017327867631787,0.3730262925848562,0.01270246544419929,0.003233176703884123,0.2621386190220522
10770,1,2,24,802.1893,6,1,795008,0.175658609724682,0.4075279745612623,0.303166760586057,0.0601880735791338,0.0,0.05345858154886492
10818,1,2,26,3313.9961,4,1,1058850,0.026899938612645793,0.2777909996694527,0.406217122349719,0.027304150729565095,0.07870142135335506,0.1830863672852623
10943,1,1,29,2772.7947,6,1,719160,0.04658212358863118,0.43231826019244673,0.39234523610879357,0.062119695199955506,0.0,0.06663468491017298
11006,0,1,25,616.2546,5,1,963900,0.1479614067849362,0.44646747587924057,0.30432513746239237,0.08122315592903828,0.0,0.020022823944392573
11057,1,1,26,3352.3684,5,1,608824,0.031999395556022756,0.540514171583249,0.20805684401403363,0.1942548256967531,0.0,0.02517640566074925
11064,0,2,26,592.8986,5,1,1292774,0.011602956123808184,0.43626341495110516,0.4171494785631518,0.11910821226293226,0.0,0.01587593809900261
11117,1,2,24,1155.577,5,1,1661117,0.04596304775641932,0.2833093635186444,0.33577105044376765,0.03517813615777817,0.0,0.29977840212339046
11210,1,2,24,2676.7931,5,1,1667900,0.11496492595479345,0.299349481383776,0.21836201211103784,0.06787277414713112,0.13175250314767073,0.1676995023682475
11220,1,1,29,2451.3868,4,1,1219049,0.040971281712219934,0.3574277982263223,0.42487873744205523,0.08240685977347917,0.0,0.09431614315749408
11223,1,1,27,2736.1139,5,1,893997,0.0022371439725189235,0.3693927384543796,0.4320182282490881,0.12104291177710887,0.0,0.07530897754690452
11259,1,1,29,1943.413,4,1,1779778,0.031261202239829915,0.3086693958459988,0.3198117967521792,0.16468739359627999,0.0,0.1755718971691975
11260,1,2,26,1943.413,4,1,1722614,0.060687420397140625,0.1602477397722299,0.6204512444459409,0.08849457858812247,0.0,0.07012075833587791
11274,0,2,24,621.4722,4,1,384710,0.11697122507863066,0.4236437836292272,0.3642483948948559,0.006498401393257258,0.0,0.088638195004029
11275,1,1,26,621.4722,6,1,1288650,0.0,0.42364489970123775,0.4128739378419276,0.02638420051992395,0.10631280797734063,0.03078415395957009
11276,1,1,23,1811.3641,6,4,1068193,0.08431528759315966,0.17054034242875585,0.4947345657573117,0.18061998159508627,0.0,0.06979075878609951
11317,1,1,29,3443.5467,6,1,1412961,0.029092805817004148,0.33076921443691654,0.5656008906119844,0.007983235206067259,0.0,0.06655526939526285
11321,1,1,27,641.0206,4,1,1851940,0.03196647839562837,0.3960009503547631,0.1476791904705336,0.0013499357430586305,0.0016199228916703565,0.42138352214434593
11454,1,1,28,1241.4755,6,1,2170827,0.08100599448965763,0.2981858987381307,0.1961298620295399,0.39899586655224023,0.0,0.025682838844366687
11636,1,2,26,1647.4817,4,1,1073392,0.0036640854412926496,0.4927743079881348,0.3116261347205867,0.11511172060160686,0.00894361053557321,0.06788014071280576
11697,1,2,26,1092.3301,5,1,1349475,0.15969173196984013,0.14716093295540858,0.48166805609588914,0.036417866207228734,0.0,0.17506141277163342
11758,1,1,29,595.2293,6,1,2104334,0.11888274389901983,0.32422752281719536,0.36675974441319675,0.11195133472157937,0.02315221823151648,0.05502786154669363
11787,1,1,25,760.0643,6,2,1700413,0.025170355672416055,0.22001243227380643,0.36097818588778136,0.09191708132083205,0.25179765151172095,0.05012370524102086
11788,1,1,26,760.0643,4,1,1314651,0.02347391056637845,0.2862143641164081,0.3872404158974511,0.2541389311688045,0.009432161083055503,0.039500217167902356
11789,1,2,25,760.0643,6,1,1061298,0.05163488482970853,0.2660440328729537,0.49905869981852413,0.012343375753087258,0.00037689696955991623,0.17054210975616652
11857,1,1,29,990.7264,5,1,1178791,0.09210029598122144,0.4922518071481713,0.32449433360112184,0.03898740319530773,0.0,0.05216785672778296
11911,1,1,26,1237.944,6,4,1595414,0.010707565559785736,0.3576545022169794,0.5770859475973008,0.01871990593037293,0.0,0.03583145189900552
11932,1,2,28,990.7264,6,1,1527228,0.0587679115364569,0.35428108966048294,0.36016298810655645,0.09048878098096683,0.04070119196347893,0.09559803775205798
11945,1,1,26,1333.052,6,1,3601387,0.04085287140759935,0.25129207163795503,0.38392319403607555,0.2273807285915121,0.06770086080723899,0.02885027351961897
11990,1,1,23,810.5575,5,5,1113187,0.10153100961473678,0.3105722578506576,0.46862746331029737,0.04970683272442097,0.03256416037916361,0.03700007276405492
12000,1,2,27,1373.4861,5,1,2482739,0.02820876459426464,0.25749102100542987,0.2999103006800151,0.19640687160430476,0.07948197535061076,0.138500663984414
5,1,1,27,4101.2381,4,1,1724898,0.06379913478941943,0.22121887786987984,0.500143776617516,0.14903953741032802,0.020402945565476914,0.04539688723623078
24,0,1,28,3965.0674,6,1,1235786,0.030982710598760628,0.33918817659368206,0.2837344006162879,0.11400355725020352,0.12155826332390883,0.11053370081875018
43,1,2,25,3594.5562,5,1,1427467,0.08979752246461739,0.4662692727747822,0.203358116159603,0.08317180011867174,0.03530729607059217,0.12209669295332222
53,1,2,26,3512.1848,6,1,710498,0.06647168605682212,0.4098378883543655,0.2717938685260198,0.12852393673170087,0.0,0.12337262033109171
134,1,2,26,4066.082,5,1,1398191,0.001192254849301705,0.22096837985654322,0.3736299260973644,0.30616060323661076,0.08120135231881767,0.01684891406109752
135,1,2,28,3349.9665,6,1,1340060,0.1358416787308031,0.3038438577377132,0.2656627315194842,0.05668850648478426,0.17784129068847662,0.06012193483873857
136,1,2,24,1590.4809,6,1,1524168,0.054554353588318345,0.15352507072711144,0.42496627668341025,0.008201195668718934,0.32476734848126976,0.033985754851171265
138,1,1,29,2427.6731,6,1,1810009,0.0,0.0806681071751577,0.7201621649395114,0.0013812086017251847,0.19336920424152587,0.0044198675255205915
194,1,2,24,1159.5363,4,1,936299,0.0,0.22639135575280972,0.2524471349430043,0.026481925111529542,0.0,0.4946795841926564
207,1,1,24,2712.1277,5,1,2070793,0.08077581873224413,0.262748618524401,0.29924816241893804,0.13774916179453958,0.10301029605566563,0.1164689082877912
241,1,1,26,3627.7458,6,1,1076808,0.00866728330398734,0.43038777572232007,0.2171900654527084,0.16212175243868918,0.07196268972741658,0.1096676473428875
242,1,1,29,3627.7458,6,1,1778800,0.12519901056892288,0.22674612098043626,0.38916460535192265,0.13030863503485496,0.0775371036653924,0.05104564875196762
273,0,1,25,593.6396,6,1,1288455,0.054328633906500425,0.1834134680683454,0.6693365309615004,0.061077802484370815,0.0,0.03184356457928294
279,1,2,23,2873.6097,6,2,1962996,0.03997359138785815,0.2266993921536264,0.5365074610442405,0.08630277392312567,0.011716783936391108,0.09879999755475813
299,1,2,23,2114.0796,5,1,2105892,0.0441223956404222,0.25434352758830936,0.5693003249929246,0.03863920846843048,0.014245744796029426,0.0793487985138839
316,1,1,23,3627.7458,6,5,1838775,0.20828160052208672,0.2467631983249718,0.29275251186251716,0.053491047028592406,0.17674865059618497,0.021962991665646966
319,1,2,23,2980.2267,4,1,1989019,0.07834012646435252,0.18535670096665743,0.5002078914278848,0.048282595591092894,0.12394853945588252,0.06386464885453583
320,1,2,25,2968.1597,4,1,1606238,0.012434022853400305,0.3357148816053412,0.5117778311806843,0.04786775060731971,0.0,0.0922055137532545
321,0,2,27,2968.1597,6,1,816117,0.0,0.3083626489829277,0.5741554213427732,0.06578100934057249,0.0,0.05170092033372666
328,1,2,21,2320.6407,5,1,1669633,0.1254287618895889,0.1564870842873853,0.3843155951038342,0.19388991472976397,0.06139073676670262,0.07848910509075947
332,1,1,27,2829.8035,4,4,2134298,0.05864832371112188,0.28528958936380955,0.34461823044392115,0.12857857712465645,0.07356048686734468,0.10930619810354505
336,0,2,25,3505.4297,6,1,1250904,0.16567218587517507,0.2641002027333832,0.30400494362477054,0.012500559595300678,0.0018386702736580905,0.2518834378977124
337,1,2,24,698.4502,6,1,2334906,0.008647029045280624,0.21653248567608288,0.5292495715030926,0.08202685675568952,0.15418179575537516,0.00936226126447917
338,1,2,28,3710.4988,8,2,1915261,0.04541260956078571,0.22578489302502375,0.21292920390484638,0.06374013776712417,0.0,0.45213315574222
340,1,2,27,3710.4988,6,1,1291207,0.11495600627939595,0.26698894909956344,0.25772862135970454,0.09904918421291087,0.026202615072563887,0.23507384950670188
342,1,1,25,3594.5562,6,1,1591752,0.0872654785418834,0.3614055455875036,0.36094002080726145,0.0841789424483211,0.0023540099211434946,0.10385600269388699
392,1,2,29,1585.423,7,2,1302032,0.039515157845582904,0.4480619523944112,0.31570115020214556,0.06387323813854037,0.0,0.1328492694495988
403,1,1,28,1735.5478,5,1,855432,0.07734922238120621,0.45457149136342806,0.21870119425039045,0.19574554143403566,0.0,0.053632550570939595
408,1,1,29,678.1015,5,1,1688151,0.06244702043833757,0.37640590207866476,0.36864593273942914,0.14926804533480714,0.0,0.04323309940876142
432,1,2,24,2052.5417,6,1,2249857,0.11628294598278913,0.24025526955713186,0.5033871041581753,0.09382151843428271,0.0,0.04625316186762092
434,1,1,29,2712.1277,6,1,2268389,0.09942077835856196,0.36512696896343616,0.20765353737828918,0.09748195745967733,0.0022394747990754672,0.22807772388245579
436,0,2,28,4103.4941,6,1,1796980,0.09885084975904017,0.2668399203107436,0.46902302752395686,0.12722679161704636,0.0023188905830894054,0.0357399637169028
437,1,2,28,753.5276,6,1,2287848,0.0638110573779377,0.1100344078802438,0.32919144978162884,0.017916400040562136,0.4256838741035244,0.05336281081610317
463,1,2,25,2699.5998,6,1,1529570,0.09907359584719888,0.3240832390802644,0.42865968867067217,0.07000529560595461,0.0,0.0781794883529358
465,1,2,26,1808.6234,6,1,2180951,0.08187575053268047,0.24542367068311025,0.45137556964828646,0.03975926098293818,0.0,0.18156574815298465
468,1,2,28,1735.5478,6,1,1370908,0.09162759280710303,0.2892571930428592,0.3755496357158905,0.06218360385963172,0.020599485888185057,0.16078175924277924
470,1,1,27,1735.5478,6,1,1472395,0.04754159040203206,0.29108900804471627,0.49261305559989,0.11231768649037792,0.012224980389093958,0.04421367907388982
492,1,1,29,3559.8475,4,1,1420813,0.018449296283184344,0.29321240726260245,0.40999484098188854,0.029161473043954413,0.07390135084631123,0.17527992775967
493,1,2,27,3559.8475,5,1,821534,0.0018222009070835777,0.5767929264035329,0.21141425674409092,0.1411834446291937,0.0,0.06878838855117378
494,1,2,28,3559.8475,6,1,1428814,0.04869003243249296,0.2703283982379792,0.3616999833428284,0.10849487756978865,0.08571934485524357,0.12506736356166723
521,1,2,27,3146.9306,5,1,994215,0.115970891607952,0.3652690816372716,0.3788878663065836,0.005230257036958807,0.013075642592397017,0.12156626081883697
522,0,1,26,1364.3754,6,5,977761,0.0,0.30221086748193066,0.5881478193546276,0.05497253418780254,0.0,0.054668778975639244
523,0,1,29,2374.5202,6,1,1087964,0.03779996396939605,0.29392792408572344,0.5345195245430915,0.08724829130375637,0.022978701501152613,0.02352651374494009
572,1,1,27,4236.1806,4,1,1407819,0.0,0.1480552542620891,0.5516717703056998,0.19874500912404222,0.09701673297490658,0.004510523014677313
597,1,2,24,698.4502,6,1,2610136,0.015728299215060058,0.07911848271507692,0.3540849978698428,0.045745892168070935,0.3258719085902037,0.17945041944174556
653,1,1,27,1985.8263,6,1,1424458,0.06103584661674827,0.4785911553727804,0.17304827520362132,0.14972150811045323,0.07792437544666111,0.05967883924973569
654,0,2,26,1985.8263,5,1,1934163,0.15286560646646638,0.14330539876939016,0.5361461262571976,0.0686327884464753,0.08617009011132981,0.01288050696864742
655,1,1,29,2570.9192,6,1,1392056,0.11108604826242623,0.2920995994414018,0.21443462044630388,0.2694431833202113,0.01922192785347716,0.09371605739998966
664,1,2,23,3832.5849,6,1,1917139,0.09031322194165368,0.3939427448922587,0.23490263355969493,0.1039001345233705,0.05276977829985202,0.12417200839375757
665,1,2,28,3712.8274,6,1,1010393,0.06759745960235275,0.31298316595621706,0.3875185200214174,0.020046655113406368,0.010721570715553255,0.20113064916324638
669,1,2,29,698.4502,7,2,712157,0.01651321267641826,0.48449990662171405,0.3760125927288505,0.08620290188820723,0.0,0.036771386084809954
691,1,2,28,698.4502,6,1,6501636,0.18995372856924012,0.1059856319240265,0.618634294506798,0.007088984987778461,0.0,0.07833736001215694
692,1,2,25,2078.8477,6,1,2229207,0.3446517079840499,0.20899629330071187,0.17513357889150716,0.04620477147254606,0.11663340371710658,0.1083797960440641
696,1,2,25,3710.4988,6,1,1398833,0.08047279410765974,0.20658506054689874,0.5570829398505754,0.03403050971774329,0.0,0.1218279808955036
699,1,2,24,2937.4555,6,1,1653426,0.03577359978614102,0.23607225240198232,0.5795167125713518,0.04218815961524737,0.0219846548923266,0.0844652255377622
713,1,1,26,3648.3555,8,2,2489140,0.0351418562234346,0.2724262194974971,0.1867729416585648,0.04579493318977639,0.4486155861060447,0.011248865069863487
724,1,2,29,3902.9241,7,2,3029615,0.06612952470858509,0.1531518031168977,0.2144236148817589,0.016951658874147374,0.3341183615739954,0.2152253669195591
725,1,2,29,2780.3245,6,1,1662031,0.029557210425076308,0.25876232152107875,0.44505246893710165,0.007581086032691328,0.0,0.259046913084052
727,0,1,25,574.7293,4,1,2187311,0.001371547073095687,0.5020228033416373,0.39016902488946476,0.05326174467188251,0.0,0.053174880023919784
728,1,2,22,3444.1374,4,1,1711876,0.08158593262596123,0.2963000824826097,0.4599100635793714,0.08234416511476299,0.005082143800135056,0.0747781965516194
729,0,1,24,574.7293,6,2,786025,0.07633344995388187,0.5435323303966159,0.1380299608791069,0.23001812919436404,0.0,0.012086129576031297
731,1,2,25,3832.5849,6,1,2469254,0.18457882421168498,0.24411016444642794,0.2992689289963689,0.07049416544430018,0.0025647422257896514,0.19898317467542828
740,1,1,28,3627.7458,6,1,1191471,0.029249557899436916,0.19506559538587176,0.6064881142721896,0.019077258279890992,0.0,0.1501186348639623
764,0,1,25,3710.4988,5,1,1157068,0.06026957793318975,0.2667060190066617,0.5064378238789768,0.11054579333280326,0.0,0.05604165010180905
781,1,2,28,1968.0932,6,1,1443100,0.04977686923983092,0.28704732866745203,0.4270466357147807,0.15480978449171923,0.0,0.08131799598087451
783,0,1,28,2114.0796,6,1,1287294,0.0012949644758695371,0.4457295691582498,0.33670785383913854,0.0397733540279066,0.0,0.17649425849883554
810,1,1,26,2320.6407,8,2,985745,0.0858741358059133,0.3617538004250592,0.21117530395792014,0.028289263450486688,0.20542635265712736,0.1074821581646369
811,0,2,26,2395.1338,6,1,450725,0.0,0.3721537522879805,0.5198846303178213,0.10222419435354152,0.0,0.005741860336125132
812,1,2,21,2485.8375,6,2,1099972,0.18110370082147545,0.2906628532362642,0.21174175342645085,0.15383027931620077,0.0681835537631867,0.09447967766452237
815,0,2,27,647.519,5,1,2250120,0.08892859047517465,0.13231472099265817,0.6688047748564521,0.0920439798766288,0.0,0.01790793379908627
816,1,1,28,2320.6407,6,1,1604572,0.0708693657872629,0.324014752843749,0.291971940180933,0.022591694233727123,0.13259610662531815,0.15795863320561496
842,1,2,25,1159.5363,5,1,999417,0.0,0.3461718181699931,0.39705448276345107,0.03514348865388522,0.0,0.2216302104126706
843,1,2,26,1159.5363,5,1,1648921,0.1370593254619233,0.20451859124845884,0.5307828573958364,0.11687461073028968,0.0,0.010764615163491762
844,1,2,29,1159.5363,6,1,2151602,0.36529246579990166,0.17023408604379434,0.18998355643841194,0.17310078722737757,0.0,0.10138956926048591
845,1,2,25,593.6396,7,2,1607626,0.053868250451286556,0.37897496059406854,0.39317975698327845,0.06596683556996466,0.0,0.10801019640140182
854,1,2,25,4236.1806,6,1,1304135,0.02732232475932323,0.33505350289655594,0.31593891736668367,0.03985783680370514,0.1013000954655768,0.18052885629171828
855,1,1,27,708.817,6,1,2907448,0.006706912728963683,0.06381885419790827,0.6060710286134094,0.004704469349064885,0.0,0.3186987351106537
856,1,1,26,3527.3636,4,1,887746,0.04264733380944549,0.3723587602760249,0.28560196272357186,0.1666062139395728,0.0563224165470754,0.07646331270430956
857,0,1,23,4186.9496,6,2,1461195,0.11494222194847369,0.4443212576007993,0.14617145555521338,0.08336259020869904,0.0701596980553588,0.14104346100280934
858,1,1,28,4186.9496,4,1,1096853,0.020346390993141287,0.503559729517082,0.2618810360185002,0.10014468666266127,0.0007594454316120756,0.1133077996778055
900,1,1,26,1378.6863,4,1,1223383,0.027955268301096223,0.4015218455708474,0.5471516279039352,0.007683611755272061,0.0,0.015688463874354963
901,0,1,28,2586.3811,5,1,535493,0.0,0.5607356211939278,0.224718156913349,0.14659388638133458,0.0,0.06795233551138857
906,1,1,25,2489.0232,4,1,1156243,0.07543829454535077,0.22064998447558168,0.5979063224598982,0.08535230051122472,0.0,0.020653962878045534
931,1,1,29,3512.1848,4,1,1537855,0.0681156545968248,0.39999414769272784,0.2997337200191175,0.13207682128679232,0.0,0.10007965640453749
934,1,2,28,686.2378,6,1,2351992,0.07325705189473433,0.3901671434256579,0.2819635440936874,0.17320934765084234,0.007491522080007075,0.07391139085507094
943,1,1,27,3794.342,4,1,1322386,0.04272580018239758,0.3132383434186387,0.5285098299588774,0.06077348066298342,0.0,0.054751789568250116
956,1,1,23,3832.5849,6,4,1075506,0.016064066588191976,0.20137869988637908,0.46453669249636914,0.21981560307427386,0.0574752721044792,0.04073152544011842
980,1,2,27,2320.6407,6,1,1493799,0.03542980012705859,0.2212680554746656,0.6931447939113629,0.013325755339239081,0.0,0.03683293401588835
981,1,2,29,2320.6407,7,1,1423768,0.1491907389406139,0.28792120626394185,0.25893333745385483,0.042598232296272985,0.0,0.2613571874069371
982,1,1,26,2320.6407,6,1,1343687,0.024001125262058796,0.3594966684949694,0.4463554384317181,0.15864929853455456,0.0,0.011498213497637471
983,1,1,29,1735.5478,6,1,1350442,0.15254264899936465,0.30524302413580146,0.26782860722637475,0.016710825048391564,0.10469609209429209,0.15297880249577545
1008,1,2,25,659.586,6,1,2274999,0.20390822149811935,0.19022162207543827,0.32970080426408976,0.1379552254748244,0.0,0.13821412668752822
1055,1,2,25,2629.556,6,2,927089,0.17072255198799685,0.4229777292147787,0.27993321029588314,0.024021426206113975,0.03311440433442744,0.06923283525098453
1056,0,2,23,1957.1802,6,2,1289203,0.1354526789031673,0.20596213319391904,0.5017130738913887,0.009681950786648805,0.11660925393440753,0.030581684963500704
1059,1,2,27,1957.1802,6,1,1342442,0.07865665704738081,0.2521114506250549,0.5166524885246438,0.04082113044734893,0.0032276999676708567,0.10853206321017966
1061,0,1,29,2829.8035,6,1,1402774,0.03099216267196284,0.40296441194376287,0.28529043167324175,0.07299821639123623,0.0639718158448902,0.14378438722132003
1078,1,1,28,4041.9068,5,1,1599957,0.014262883314989091,0.13697055608369474,0.25235740710531596,0.14523640322833675,0.4292934122604545,0.021879338007208943
1162,1,2,25,3648.3555,6,1,708313,0.02796786166567605,0.4188176695895741,0.34673230619796613,0.011356561294230093,0.0,0.1951270130577866
1184,1,2,27,698.4502,7,2,2079851,0.11659489069168898,0.20208178374316238,0.4962932440833502,0.025333545528020997,0.0,0.15969653595377745
1208,1,2,29,2320.6407,6,1,1221311,0.017355120849644357,0.3841707804154716,0.28142872699910176,0.11217454030955261,0.10767118285186983,0.09720046736662488
1222,0,1,26,3710.4988,6,1,1774569,0.14822359682830027,0.17287690701235062,0.3213862070170278,0.12071494543182035,0.11739921073793129,0.11939969648968285
1231,0,1,29,2873.6097,4,1,2217870,0.0006772263478021706,0.21242002461821477,0.27903393796750936,0.24823411651719893,0.21987763033901897,0.039756613327201325
1243,1,2,27,2788.4244,6,1,1295159,0.010905996869882384,0.3652061252711057,0.5481635845483064,0.025529684000188395,0.0,0.05019538141649017
1244,1,2,27,1307.1051,6,1,1205512,0.03172925694642608,0.33292493148139546,0.5840812866234429,0.0020738076435572604,0.0,0.04919071730517822
