,취업인원수,성별,연령,가중값,학력,수학구분,총소비지출액,의류신발,음식,생활필수,여가,IT 및 교육,건강 및 미용
115,1,1,26,1492.0134,4,1,2302289,0.1478089848841739,0.3585983340927225,0.3192996187707104,0.079103883135436,0.0005212204028251,0.0946679587141318
116,1,2,23,2344.5608,6,1,981742,0.0612788288572761,0.4632337212831884,0.3315127599715607,0.0127956224751513,0.0040743902165742,0.1271046771962491
117,0,2,28,2347.6237,6,1,508766,0.0371546054571256,0.1368350086287212,0.7008919621201102,0.0155356293463006,0.0,0.1095847599878922
118,1,2,24,2347.6237,6,1,1701312,0.1017837997968626,0.2124219425948914,0.4853060461573186,0.0589274630402889,0.0021089606139261,0.1394517877967122
119,1,1,27,710.8565,4,1,1261400,0.0252893610274298,0.3117211035357539,0.4038171872522594,0.1637981607737434,0.0,0.0953741874108133
120,1,1,26,2347.6237,6,1,1014273,0.0679471897605477,0.3847327100297454,0.2988514926454712,0.134363233567294,0.0,0.1141043880690898
121,1,2,24,552.7591,6,1,1256090,0.0,0.3389566034280983,0.409811398864731,0.158475905388945,0.0,0.0927560923182256
122,1,1,26,1738.3668,7,1,1196531,0.0525001023792948,0.3750759487217631,0.4586191247865705,0.0743482617667239,0.0,0.0394557265963021
123,1,1,22,582.182,4,1,1597601,0.0009389077748449,0.2261672344972242,0.6214686896164937,0.0773315740288094,0.0546106318160792,0.0194829622665484
124,1,2,28,445.0914,6,1,2099485,0.1296327432679919,0.1526040910032698,0.53328649645032,0.014289218546453,0.0,0.1701874507319652
125,1,1,27,1603.8243,6,1,1061550,0.0209128161650416,0.4815062879751307,0.4178870519523338,0.0425556968583674,0.0,0.0371390890678724
126,1,2,24,2750.5711,4,1,1959258,0.0699642415649189,0.3299932933794324,0.3828189038911669,0.0685616697749862,0.0615860698284758,0.0870758215610195
127,1,2,27,2726.8099,6,1,1629356,0.1368025158406143,0.3600299750330805,0.2169587247967908,0.1370750161413466,0.0,0.1491337681881676
128,1,2,26,1660.6722,5,1,1126204,0.0594696875521663,0.4468710819709395,0.2556552809260134,0.0375651302961097,0.0022198464931753,0.1982216365773874
129,1,1,28,857.9297,6,1,1953255,0.095120196799701,0.3374966402236267,0.3804362461634553,0.0877202413407363,0.0,0.0992271874384041
