가계지출_소비지출금액,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_기타상품서비스이용금액
70.30317828,3.292410295,0.092687942,3.158842883,4.774610901,2.172952418,3.556792013,5.650682979,1.900366998,18.91098203,0,22.14096076,4.651833444
60.91732096,4.159021953,0.767058366,0.175879593,18.8423996,0.003238418,0,7.417652058,5.513462327,1.516863782,0,20.20197677,2.319768085
80.36430385,0.281124166,0,0,29.656119,1.455230977,1.637134849,9.252292402,6.540271037,0.620126837,0,29.55111085,1.370893727
88.80924206,4.883810066,0.754274457,1.248433273,3.512817185,0.681576056,7.87369357,2.456140217,1.884068507,4.082262618,48.49733166,11.09822924,1.836643267
85.25372352,5.251984439,0,14.93927252,4.27162815,2.344848941,5.333901717,8.388965504,2.650514382,2.407943802,8.854488934,24.96796213,5.842266028
98.81327391,1.766704999,5.942553178,11.42112322,2.738571203,0.162394096,0.362263752,3.626206624,4.01580969,4.344666657,46.3983131,15.67192252,2.362744867
100,3.518023312,0.617673873,1.15299123,26.48033779,0.42553612,0.782386906,14.17355648,5.600243116,3.609933184,0,39.63547359,4.003926759
71.52341096,1.813537192,0,3.067254583,9.988356524,11.36229592,8.719905818,4.821766141,1.796633137,4.641548596,0,15.19147999,10.12058688
100,6.194302288,0,22.23315061,5.854243463,0,2.019426253,10.15991135,5.412794792,11.01267425,0,26.4722716,10.64122538
92.97500036,3.044280226,3.209948089,1.300609986,3.829123728,0.505745391,9.731121273,2.776695713,0.94814468,53.74312356,0,13.10417865,0.782029067
75.75077624,6.914177841,3.536857826,2.490819829,2.688983433,2.28834657,0.728331797,4.163812023,26.05303615,6.799186563,0,16.12669099,3.960452667
67.65608668,9.091351717,7.997406023,0.93234008,19.38645807,0.295241025,0,1.123987764,5.013555189,7.057089255,0,15.97595806,0.782647701
79.64392806,3.688686629,0.382805472,4.899296144,11.33653775,3.557138357,0.35627657,6.782044246,5.707221781,12.95202361,0,22.19058567,7.791457986
76.19774485,7.844105705,0,1.79716864,17.23140266,0.265701212,5.316171674,7.87039724,0.348232257,12.25731114,10.83971566,9.334771919,3.092766752
99.29659023,9.902854649,5.49038553,9.903592836,2.168464014,2.576025013,6.340038254,3.8584191,10.63767835,9.539584844,0.787398991,29.73874758,8.353401072
80.60126397,3.265562827,0.357795835,14.04634887,16.87667294,0.582730149,0.434920714,7.444856705,4.942869944,4.762421578,0,18.80574906,9.081375097
95.18373172,11.46985373,0,1.783803068,21.22725651,1.337852301,2.675704602,15.62611488,9.632536568,6.475205137,0,22.63646093,2.318943989
98.2301175,9.002251822,0.472666782,3.197475274,39.3454928,0.077778586,0.639495055,9.504735061,2.262213756,4.926430091,0,26.60483282,2.196665513
81.04056089,1.996904098,0.841190178,0.404551181,18.97262155,0.050243283,0.132219166,5.007080632,4.015002731,3.283376854,0,44.62594211,1.711508041
52.58415915,1.46649932,1.09180463,0.934837935,22.43180652,0.206968182,0.267919362,4.417346592,0,1.632959968,0.421974578,18.8908784,0.821226961
80.50944643,3.205933979,1.249985845,2.139705188,25.89336202,0.617179095,3.134212861,3.589226733,1.868523866,3.533586245,1.585414189,29.55951909,4.132872808
99.26293754,27.48378921,0,0,1.887822498,2.29104672,28.50978539,2.827806238,1.5566026,1.243711077,0,24.4029205,9.059453317
98.42824136,4.781604137,0,3.021234459,0,0.017498913,0.104783909,4.200996495,0,1.508888295,56.18691354,24.91006921,3.696252403
94.8370533,4.955247601,3.424216229,7.962991798,27.77382544,2.97991377,1.166014307,7.70960964,2.737135811,7.921917311,0,18.01299708,10.19318432
100,2.792098973,0.480764828,1.42626899,2.213349695,0.002747228,2.248147911,10.52646038,0.684517541,7.921172883,13.73613795,51.41848518,6.549848445
81.8074285,3.746071291,0.869876977,4.380683707,24.64468247,0.383907799,0.750805369,6.003459619,7.545109821,11.82472659,0,19.50099837,2.15721116
90.20902469,2.23500105,1.356684538,0.554846928,24.59806677,0.473692846,0.184360903,4.066084121,2.115739834,2.369963816,31.27078471,18.18460084,2.799198339
96.04222039,2.661055955,0,0,53.23576128,0,1.597906806,3.791049812,4.786335669,3.616616958,0,26.34254411,0.0109498
71.20577564,5.844510451,1.763262244,2.713418537,2.103842271,1.596557496,7.593472142,3.065827917,1.339714702,9.357706661,0.386884651,28.78620309,6.654334972
91.10729952,4.568029996,2.286129496,5.137955901,26.81677956,0.50270134,2.211160925,13.58496411,5.415037542,4.036659357,0,24.45128773,2.096648493
84.10893419,1.694524194,0.988140945,8.467165397,17.53643301,0.686777278,0.488728556,6.214979189,2.325438662,1.389068847,0,35.72708034,8.590768259
89.50267473,5.690594919,1.133907328,2.24170239,23.47952747,0.826132482,0.633368236,6.664005764,3.104508675,1.189177211,0,41.76504663,2.774833218
79.13764522,4.130695828,0,0.351689856,20.6305771,3.008945865,4.441139498,3.601304122,17.47662247,3.482404816,0,19.45717093,2.557151008
94.44729544,10.23243654,0.683970168,3.134526005,26.97497398,0.115344082,4.431641027,5.722685307,5.939694067,1.153440815,0,30.31525763,5.743325827
74.42355652,0.783687261,0,0.244139334,14.69271199,0.000813798,9.314729374,16.14167894,2.376940552,4.7039953,0,25.96198018,0.202879786
99.35632601,11.36356113,0.113255728,4.57523191,35.67823394,1.36726539,3.893017867,5.032274336,1.04034489,8.06527376,1.24786217,17.43665324,9.543351644
87.84290884,5.820543591,1.313565877,6.357759631,26.05245826,1.657295075,2.142184116,3.74533569,5.212835526,5.166075229,0,26.55082458,3.824031277
73.41641128,4.547865623,2.153259562,8.035334464,20.11545482,0.242683334,0.751969803,7.851519624,0.260682865,10.49324922,0,15.0573001,3.907139607
83.96554084,4.015513795,0.55356739,8.462974851,4.367051962,2.743608081,3.983050041,19.01764755,1.886264868,2.92697156,0,32.3609457,3.648018247
93.08627919,4.916564255,0,7.69777585,11.8689607,3.942866093,3.932504398,9.485951469,6.553651895,2.327646449,0,32.11673775,10.24374081
76.88003393,4.931558685,1.039690113,10.31646796,2.39133296,1.221395954,1.796036107,12.36550294,4.37876345,6.845685309,0,30.68891009,0.904873153
55.91032521,6.787244407,0.957030635,2.307626053,13.83765256,0.588888498,1.401579631,6.650638206,3.391584688,2.597138586,0,13.52924669,3.861695251
59.37845317,3.946555587,0.374895139,2.988683078,4.662469024,3.358949882,3.494650095,5.426337155,3.247419864,4.350442102,8.356716068,17.61370759,1.55756331
100,7.147639601,0,22.13974489,2.272698854,0.616685404,1.317831132,17.01915306,0.113674729,8.653488734,6.69544153,29.26760509,4.756150655
91.67048917,0.635980097,5.366082068,3.577388046,40.01189283,1.654343227,1.677397506,9.183552601,2.055010688,5.000393513,0,22.15595663,0.352491969
86.33674282,5.869820952,0.152975449,14.74499758,10.88267344,1.632146057,6.264956537,9.226969164,2.02947429,8.884304158,4.291828204,15.06339048,7.293206513
96.47759437,11.0622323,0.187861634,12.35049345,4.871095609,0.078275681,3.467612654,15.55337775,0.232165669,4.944361646,0,42.94720462,0.782756807
72.78282426,6.441144482,0.130330962,2.302817458,15.03818788,1.796379898,1.367594072,7.146632965,5.079626445,3.524586678,0,21.94439212,8.011252818
82.0035467,1.686421657,0,7.610655411,3.93783006,2.946840014,0.443903462,3.696198438,1.342038985,0.388865605,0,7.703448209,52.24734486
74.0355364,3.569812032,1.121378951,6.435763295,4.824114941,1.532340783,4.279112144,14.12684938,6.159133823,4.83212826,0,25.20052723,1.954472694
80.94683937,0.914963233,0,9.276124941,30.55218242,0.084328409,0,6.155973824,8.500303582,8.200937732,0,15.51642717,1.745598057
69.0801479,2.453162241,0.470657957,2.875533052,27.02997977,0.432471431,0.481840786,4.496424844,4.395676316,1.289787294,0,21.95771654,3.196897667
100,18.00838411,7.62300659,3.513044145,5.321048557,0.433367371,4.38510281,13.32535455,0.177499609,6.75893381,0,37.42366825,3.030696678
100,10.5415678,0,0,0.692971588,2.469498751,4.073832973,11.47602948,0,31.49870855,0,38.26043132,0.986959535
100,18.47631056,2.182241404,0,33.9459774,0.004849425,0,9.989816207,0.969885069,0.290965521,0,32.97609233,1.163862082
94.86303399,2.602235306,0.291900097,0.105948924,2.140168264,1.275711534,27.27860459,4.009409994,0.683824626,1.969698608,33.08201095,20.20657878,1.216985559
90.10715591,7.325511006,0.07738738,8.391474985,2.505787201,1.374704573,1.079109047,11.69574086,3.670844776,7.454669735,4.774895749,24.72587475,17.03102101
84.99855364,4.914845713,2.127057932,3.204980872,7.980762221,0.564615247,8.428368387,12.88446421,3.92909064,10.20904229,0,25.00641925,5.748906871
45.60304249,4.000540333,0,7.117844488,1.971175328,0.207820277,1.184575579,4.634392178,6.099525131,0.259775346,0,14.53702838,5.590365452
86.85185604,3.58719132,3.705523528,3.464375801,16.13357546,0.243321453,2.191070515,4.794288535,2.499196174,12.9238426,0,36.75938212,0.550088534
100,9.641685574,0,0.721990807,40.3536315,0.204878209,0.318088053,7.097566515,7.222600759,2.617523994,0,26.85578681,4.966481925
80.70718786,4.036934548,4.363310147,14.62232496,23.78483994,3.27684592,2.172928453,2.879784697,5.014577819,2.078506421,0,12.72341239,5.753722558
76.66102965,8.717227765,0.376706669,4.648524075,3.49848208,0.336998526,2.053096624,10.676193,3.292923393,5.455590947,5.659655485,28.95556718,2.990018632
100,3.270412465,0,0,57.79282179,0.523248035,3.782884841,5.960735295,2.699751531,4.534756439,0,11.37577327,10.05970613
91.78283167,2.605157987,0,7.196193329,3.986730634,3.119868351,1.17926705,3.762265892,6.8382513,7.243602581,27.86218666,20.11998154,7.86928281
94.27242331,7.577764393,1.99023943,9.215760726,2.316108897,2.457518094,3.118992,9.595618564,3.48923122,25.63004856,0.232708498,21.97850316,6.670007326
70.5473527,6.489661926,0.110023407,4.813524077,18.56645001,0,0,8.595578709,0,1.746621594,0,27.85311325,2.372379724
96.00396274,13.64413623,3.306720835,0.51582181,37.48482755,0.310691897,3.363331363,3.272088512,1.396115519,13.84044156,0,13.40687152,5.462915942
81.27617279,12.87049258,0.891300451,0.945071777,15.53396555,0.484756644,1.091720845,7.285607209,6.254175425,16.25336071,0.407358524,16.36399928,2.894445259
90.80685755,3.447943495,0.659368537,5.979786818,17.45853954,3.20475611,3.306051342,13.95677736,0.418044382,1.991040729,8.360636823,25.50651199,6.517400421
64.73787477,1.962808907,0,6.760786237,8.521297981,0.090244088,3.820333046,5.956109788,6.046353876,3.440555843,10.45327349,15.7806828,1.905428708
91.42945654,5.152093075,0.23556974,9.617484223,22.65481719,0.428113043,0.987456718,6.45471844,3.581735708,4.254669175,0,35.16765789,2.895141347
86.30417516,2.307094089,0.297661647,1.074408562,13.97845198,1.206510339,14.78789985,26.20179628,4.110514097,7.694063244,0,12.44504022,2.200734852
97.88718087,4.307325445,3.027200662,11.75363894,16.42717576,0.148254048,0.360453479,25.13811922,2.184582141,20.08100373,0,8.345059774,6.114414488
90.33295344,4.332825109,1.533840743,2.627695297,38.22563347,0.992902167,3.583015311,3.00761115,5.879315455,3.86778415,0,24.8492589,1.433010575
43.82184381,5.026649672,0.373568362,9.737442505,4.145052285,1.24163587,1.240797736,6.148911294,0.238269564,1.580481532,0,11.64683182,2.442203167
61.6386148,5.096925664,0,1.154065802,14.3459104,0.432774676,0.739434944,6.705380088,2.592186459,18.96673435,0,10.7158579,0.889344522
81.33002244,4.141769188,2.055858264,4.736084316,7.64528105,11.57242381,4.929545734,9.487753024,0.94114019,16.51606577,0,15.63527893,3.668822163
100,10.34698533,0,8.101027824,21.66734696,1.34210016,3.190115157,5.741446342,0,12.55825722,0,32.29333161,4.7593894
100,16.929429,0.121795058,16.12604361,14.81174894,3.230424909,6.501462171,5.741796998,0.796917661,4.576344292,6.677729018,17.10855173,7.377840607
86.56967835,7.1644365,4.584133908,14.73363308,4.209241621,1.349486354,12.80853372,5.800931738,0.302854835,9.467403482,0,20.14937329,5.999707044
98.47265133,0.420478974,3.068549646,2.520594352,2.290321619,0,1.950720846,2.015028879,2.6357088,2.94028427,55.67225786,24.61340658,0.345343344
99.69335171,20.18941665,0.208214188,6.114720191,2.776393601,1.463938928,1.883280462,0.668493268,0,9.329160872,9.54182146,37.27984569,10.23791307
81.28964729,3.210106135,0.118830471,6.890483858,8.888717245,0.278558428,1.856726102,22.85506049,5.027618182,5.314395717,0,25.46111174,1.388038921
79.78640198,10.64338421,2.723221906,2.971451476,30.37351629,3.826370082,0.348183797,6.759861032,0.248569262,2.511169481,0,14.29192579,5.088833576
72.66975288,1.895045806,5.542015666,0.981511684,15.99538385,0,8.42890153,12.78505126,3.623467541,1.795134598,0,20.88281248,0.740428469
49.51856946,5.743950073,0,0.742888804,6.801911939,1.415485717,1.996427518,7.105131859,3.914017857,2.821323527,0,17.55781163,1.419620534
90.94432453,2.886141024,0.526984456,2.263048945,28.60319428,0.098225697,1.026509591,4.15482972,17.68970287,5.178691718,0,16.6530946,11.86390162
87.42070459,7.652006718,1.084610393,0.155060211,24.79054944,0.445285215,21.35536938,2.271035707,3.732895666,11.86411,0,7.582826008,6.486908147
69.02419766,5.251317746,1.795709914,11.56100366,5.263891827,1.494766262,6.057608362,6.577555563,1.517649898,8.312004076,0,15.26666289,5.925967862
100,1.876681729,7.651593256,0.379303033,0.713820889,1.227753649,3.102973005,10.08644453,4.648610014,13.50273098,0,51.8346385,4.975450411
79.48144072,3.63083402,4.518877232,15.12592204,15.13503018,0,0.287734281,8.073120112,2.521918521,9.006704002,0,18.53898882,2.642311512
76.27020662,5.284078334,0.131043399,6.942138379,7.888539193,0.871927829,16.5255682,4.90218531,2.410651645,10.31854612,0,13.74780704,7.247806615
84.27760138,6.949543,2.371162639,0.781104244,18.97880974,4.901673608,0.986598697,5.454300467,3.176646817,6.90312649,0,28.67503846,5.099552148
98.92175377,25.57535203,0.551336262,0.89587011,23.63787512,12.3786896,1.005480521,2.030768915,4.534258385,20.59864937,0,4.313908617,3.399667474
87.89861654,2.614055724,0.919598474,3.277941484,28.13350129,0.543550364,3.518878503,17.32834125,3.249455008,3.540531774,3.31676651,18.19163234,3.26445256
98.38114641,11.20382838,0,11.19281577,17.86745824,1.266450085,3.429927267,2.893312843,6.907408983,10.7242793,0,18.83256328,14.06310225
100,25.29648933,1.282328646,0,6.946602419,31.05516767,9.460123906,0.981414102,0,2.753466418,0,22.22440751,0
74.47382261,1.818937425,0,1.317960628,29.715868,0.002918425,1.093825605,3.166023932,2.33473982,2.816279907,0,31.322169,0.885099866
100,5.710529234,7.841087297,3.397804496,38.6272553,0.982115985,0,0.871231922,2.279459519,35.21361023,0,4.791775571,0.285130447
96.82428504,6.46827279,3.948626958,1.431344772,35.45467868,0.600129528,1.180483224,10.65413094,2.815968157,3.683189597,0,18.75812503,11.82941415
61.26908258,2.08252384,0,1.036073361,16.32024256,2.167569398,0.732133021,7.013644741,3.621380297,12.04717142,0,11.4551295,4.793214457
62.40636347,5.998626119,1.846125328,4.828210356,3.23977858,0.235813225,6.906768726,12.20609669,2.553528657,0.817968037,5.754780415,13.89637012,4.122297216
97.05074968,2.790835896,0,2.99022094,39.32862079,0.670982978,0.941690177,4.941040352,12.51402669,7.978809396,1.584936761,19.128998,4.180508448
86.58455236,6.649521657,7.050181723,10.62276917,23.67030676,1.990815518,1.444680202,2.476155207,3.407691371,1.239314023,0,22.61639528,5.416661138
98.72505645,7.803866136,5.132512131,6.691082432,3.029329515,1.080504715,0,13.80791095,0.089187916,9.74871343,0,49.91662536,1.425323861
85.84752154,3.240570406,0.061948176,5.307119067,9.336888956,2.236362952,6.282211362,9.953425401,1.686216796,6.648299491,0,22.73990554,18.35466997
76.82522023,2.724603324,0,8.88979284,4.261603944,0.296058835,2.96503327,28.41828076,1.93960292,6.816249562,0,17.15538375,3.358611029
66.92799407,2.878070694,0.251698433,0,21.86749617,0,1.577097779,8.610316662,2.746964485,3.361289206,0,23.17855827,2.456502369
82.65928524,3.043891273,0,16.89838337,7.323229593,1.339425665,3.133073713,8.075740214,0.337812274,1.317467867,0,31.13615726,10.05417158
94.63094918,3.583667037,0,4.078964341,29.90817546,0.52873776,1.451189555,14.84608978,4.702765533,5.287728124,0,22.6196285,7.624003096
91.0836245,12.51717477,11.94177281,3.204052618,22.1432106,4.131553102,0.332820079,2.434359089,0,7.77649813,0,24.4704393,2.131681206
93.24772502,17.35534033,0.324478115,2.758390037,36.45622946,5.202922259,4.63361828,6.283025407,3.631769975,2.830496285,0,6.893133697,6.878228012
75.8808134,3.303505024,2.840340292,6.719833209,6.068170312,0.634429217,3.595864836,8.595853347,5.366874415,2.277909562,0,25.08840878,11.38954781
78.16345091,6.256564463,3.807281157,11.17681103,6.257115648,2.163891857,0.316441548,4.531967211,3.168151294,9.798848023,0,23.21328724,7.473152687
83.15296088,9.368844824,0.582118459,7.23493099,2.766381551,3.922219892,6.264283384,2.731310106,2.306358989,10.17523483,3.116040902,26.23994017,8.445296776
42.56152077,2.862215807,0,2.251948074,3.858633241,0.387581581,0.73123305,6.951324633,3.417384755,0.840056015,0,17.25989501,4.001305876
99.70469338,4.714245238,0.1539243,20.13061902,22.08374736,1.891957683,10.51206054,2.945484004,2.793383992,1.932833136,0,11.4018,21.1446381
93.32371052,5.121111125,0.063188413,7.537386478,27.28921708,0.427203231,1.926627102,2.303899097,5.717869931,2.045012452,0,36.15492312,4.737272491
70.66825888,1.19524318,0.426447476,9.41264321,4.990699562,0.296823429,5.171495568,4.821067557,12.40850514,4.481803547,0,24.840989,2.622541205
48.149384,7.238316231,1.541441515,1.161917993,3.644448322,0.556589053,0.645036609,6.541540358,1.998437597,4.188528608,0,17.85055737,2.782604428
59.79039333,11.34961876,0,4.47012269,7.540801244,0.727845168,2.806793449,5.907386565,6.830301972,0.287202539,0,13.29332592,6.57699502
90.2174867,5.774557427,1.27545966,6.911125059,11.12349622,0,1.397596882,1.955890977,1.164060142,7.249877996,37.84791157,13.5455631,1.971947666
81.08232157,13.05935457,3.350288611,3.552728367,28.1970067,1.079746398,0.463734892,3.969712023,1.967938644,0.275145849,0,19.66586067,5.500845462
64.12444645,2.461837338,0.864428952,4.324417663,17.90320972,0.69490832,4.119572341,8.235893169,0.98432455,6.288299983,0,11.04314853,7.204374327
85.66716251,1.266033534,2.118314426,3.058945134,18.98693533,1.579841377,1.323413841,3.641915174,2.276977416,12.0690407,3.964097172,33.64586936,1.735679947
81.05563285,7.280866905,0.20855534,3.358940882,34.86399621,0.567156248,2.208401066,5.884688895,3.639719222,2.646195865,2.978055979,13.95732329,3.46179009
73.38483843,2.306104346,0,0,14.44064104,0,0,3.334910473,33.82491229,0.436860351,0,16.89686986,2.14454006
81.8325204,5.310005607,1.189260377,7.892510654,14.06567913,1.07700339,2.384612794,1.710526055,1.708718255,7.120257867,0.227015178,15.24676726,23.90018861
97.14919715,8.201066354,0.571162203,0.654914168,23.16624033,0.313048972,0.814790273,3.867460782,3.440456745,4.488088267,0,42.39205474,9.240068419
72.78962217,5.483196416,2.114168967,11.24256546,3.616232936,0.801280127,3.343374955,2.318956568,4.918120988,7.841256223,3.963166094,18.39451901,8.752880501
83.89284627,6.079379086,0.523128062,2.329650064,18.34907297,0.311230664,3.515746256,17.10974799,1.374585136,6.002640067,0.447813905,19.31401016,8.535791017
97.72140003,13.92628661,0,2.707846308,45.62279198,1.577826588,0,3.220207624,5.174677273,6.112753895,0,17.77583219,1.603268103
73.01002195,3.631527384,0.908877061,6.309922942,17.02991591,0.371357448,0.382679636,6.179226627,3.418783976,5.309537781,1.315079966,27.40693445,0.746230461
80.80469385,5.169500238,0,2.178033666,32.90538457,3.054462525,0.62514604,2.376695236,4.002673122,18.40341711,0,10.85479152,1.234589825
79.96719699,3.222709486,7.052943541,6.032451424,32.49421863,0.784265445,0.254516333,3.269232704,4.225977358,3.575066633,0,17.13445388,1.921302366
91.65113584,0.937356344,0.165204566,0,30.44289189,0,2.971287925,8.150331367,3.272774287,5.801122433,11.97134539,21.65376954,6.285052099
100,0.135814312,0,8.767357069,66.52157818,0,0,6.484551316,0,0.454007842,0,16.19682676,1.439864527
68.0295614,3.004595549,3.90571138,1.705050521,3.890345707,0.1398411,0.047175311,5.322857719,3.3461448,10.90976239,0,28.40957874,7.348498174
98.78503952,16.90357532,0.045382729,9.569467019,11.44746917,8.76567406,6.020667295,3.69545077,3.346327921,2.363532514,0,16.6619447,19.96554803
100,38.92867069,0,5.400483106,0,4.862694412,1.963606619,5.603848579,0,8.586542177,0,23.8938613,10.76029312
84.24528318,8.697315178,0,18.64377495,15.75344327,2.914316959,4.279227649,1.320039124,2.533227034,4.430568362,0,15.30175598,10.37161468
83.95170673,7.75488228,1.409509458,13.36298911,11.73891678,2.029689033,4.702435936,2.492071438,0.228782961,8.405451571,0,21.36723908,10.45973907
97.6036126,2.862388891,0.954720739,4.584576659,23.0589981,1.859596621,0.46585771,4.596750307,2.216610415,12.48632861,28.75664878,14.1771237,1.58401207
89.77638277,8.507052473,0,1.616454775,28.16993899,6.971420437,1.641711881,2.396669736,0.234018566,7.59958762,0,28.28566246,4.35386583
90.9576216,3.523226341,2.397676904,6.2789487,15.62634417,0.996878294,0.51076167,18.6560696,1.007354747,6.090511011,9.461113439,24.84972983,1.559099191
